Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isol_growth_condt,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,locus_tag_prefix,num_replicons,Organism,Platform,project_name,ref_biomaterial,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study,Strain
DRR272552,WGS,302,343895856,PRJDB11170,SAMD00278488,MIGS.ba.human-associated,134183745,NIID,2018-10-30,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,DRX262136,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1267,PAIRED,RANDOM,GENOMIC,JARBOU1267,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:06:00Z,1,SAMD00278488,JARB-OU1267,DRP008386,JARB-OU1267
DRR272553,WGS,302,373448972,PRJDB11170,SAMD00278489,MIGS.ba.human-associated,158655692,NIID,2018-10-29,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262137,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1268,PAIRED,RANDOM,GENOMIC,JARBOU1268,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278489,JARB-OU1268,DRP008386,JARB-OU1268
DRR272555,WGS,302,531099918,PRJDB11170,SAMD00278491,MIGS.ba.human-associated,205981542,NIID,2018-11-26,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262139,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1270,PAIRED,RANDOM,GENOMIC,JARBOU1270,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278491,JARB-OU1270,DRP008386,JARB-OU1270
DRR272557,WGS,302,494213638,PRJDB11170,SAMD00278493,MIGS.ba.human-associated,210277334,NIID,2018-11-21,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,DRX262141,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1272,PAIRED,RANDOM,GENOMIC,JARBOU1272,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278493,JARB-OU1272,DRP008386,JARB-OU1272
DRR272559,WGS,302,445020858,PRJDB11170,SAMD00278495,MIGS.ba.human-associated,187376076,NIID,2018-12-18,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262143,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1274,PAIRED,RANDOM,GENOMIC,JARBOU1274,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:09:00Z,1,SAMD00278495,JARB-OU1274,DRP008386,JARB-OU1274
DRR272467,WGS,302,322057632,PRJDB11170,SAMD00278403,MIGS.ba.human-associated,137824290,NIID,2018-01-06,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,DRX262051,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1129,PAIRED,RANDOM,GENOMIC,JARBOU1129,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278403,JARB-OU1129,DRP008386,JARB-OU1129
DRR272469,WGS,302,298327680,PRJDB11170,SAMD00278405,MIGS.ba.human-associated,125797702,NIID,2018-01-23,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,DRX262053,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1131,PAIRED,RANDOM,GENOMIC,JARBOU1131,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278405,JARB-OU1131,DRP008386,JARB-OU1131
DRR272471,WGS,302,265516286,PRJDB11170,SAMD00278407,MIGS.ba.human-associated,113442690,NIID,2018-02-07,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262055,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1133,PAIRED,RANDOM,GENOMIC,JARBOU1133,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:06:00Z,1,SAMD00278407,JARB-OU1133,DRP008386,JARB-OU1133
DRR272472,WGS,302,243889160,PRJDB11170,SAMD00278408,MIGS.ba.human-associated,103877151,NIID,2018-02-03,public,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262056,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1134,PAIRED,RANDOM,GENOMIC,JARBOU1134,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278408,JARB-OU1134,DRP008386,JARB-OU1134
DRR272476,WGS,302,265385822,PRJDB11170,SAMD00278412,MIGS.ba.human-associated,114104773,NIID,2018-02-06,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,DRX262060,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1138,PAIRED,RANDOM,GENOMIC,JARBOU1138,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278412,JARB-OU1138,DRP008386,JARB-OU1138
DRR272478,WGS,302,333167910,PRJDB11170,SAMD00278414,MIGS.ba.human-associated,138247883,NIID,2018-02-26,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,DRX262062,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1140,PAIRED,RANDOM,GENOMIC,JARBOU1140,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278414,JARB-OU1140,DRP008386,JARB-OU1140
DRR272479,WGS,302,361328504,PRJDB11170,SAMD00278415,MIGS.ba.human-associated,154748550,NIID,2018-03-05,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,DRX262063,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1141,PAIRED,RANDOM,GENOMIC,JARBOU1141,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:09:00Z,1,SAMD00278415,JARB-OU1141,DRP008386,JARB-OU1141
DRR272481,WGS,302,177275208,PRJDB11170,SAMD00278417,MIGS.ba.human-associated,75454591,NIID,2018-03-19,public,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262065,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1143,PAIRED,RANDOM,GENOMIC,JARBOU1143,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:39:00Z,1,SAMD00278417,JARB-OU1143,DRP008386,JARB-OU1143
DRR272484,WGS,302,233320670,PRJDB11170,SAMD00278420,MIGS.ba.human-associated,100303432,NIID,2018-03-20,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,DRX262068,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1146,PAIRED,RANDOM,GENOMIC,JARBOU1146,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278420,JARB-OU1146,DRP008386,JARB-OU1146
DRR272486,WGS,302,222260524,PRJDB11170,SAMD00278422,MIGS.ba.human-associated,92817024,NIID,2018-03-31,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,DRX262070,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1148,PAIRED,RANDOM,GENOMIC,JARBOU1148,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:06:00Z,1,SAMD00278422,JARB-OU1148,DRP008386,JARB-OU1148
DRR272488,WGS,302,338883260,PRJDB11170,SAMD00278424,MIGS.ba.human-associated,146508627,NIID,2018-05-01,public,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262072,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1150,PAIRED,RANDOM,GENOMIC,JARBOU1150,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278424,JARB-OU1150,DRP008386,JARB-OU1150
DRR272490,WGS,302,449487438,PRJDB11170,SAMD00278426,MIGS.ba.human-associated,186338060,NIID,2018-04-23,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,DRX262074,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1205,PAIRED,RANDOM,GENOMIC,JARBOU1205,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:06:00Z,1,SAMD00278426,JARB-OU1205,DRP008386,JARB-OU1205
DRR272492,WGS,302,216512860,PRJDB11170,SAMD00278428,MIGS.ba.human-associated,91040174,NIID,2018-04-22,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,DRX262076,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1207,PAIRED,RANDOM,GENOMIC,JARBOU1207,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278428,JARB-OU1207,DRP008386,JARB-OU1207
DRR272493,WGS,302,222970526,PRJDB11170,SAMD00278429,MIGS.ba.human-associated,92628911,NIID,2018-04-23,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,DRX262077,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1208,PAIRED,RANDOM,GENOMIC,JARBOU1208,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278429,JARB-OU1208,DRP008386,JARB-OU1208
DRR272496,WGS,302,427727734,PRJDB11170,SAMD00278432,MIGS.ba.human-associated,188431988,NIID,2018-05-11,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262080,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1211,PAIRED,RANDOM,GENOMIC,JARBOU1211,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278432,JARB-OU1211,DRP008386,JARB-OU1211
DRR272497,WGS,302,199482174,PRJDB11170,SAMD00278433,MIGS.ba.human-associated,86830219,NIID,2018-05-02,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262081,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1212,PAIRED,RANDOM,GENOMIC,JARBOU1212,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:09:00Z,1,SAMD00278433,JARB-OU1212,DRP008386,JARB-OU1212
DRR272498,WGS,302,310565626,PRJDB11170,SAMD00278434,MIGS.ba.human-associated,121465939,NIID,2018-05-01,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262082,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1213,PAIRED,RANDOM,GENOMIC,JARBOU1213,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278434,JARB-OU1213,DRP008386,JARB-OU1213
DRR272501,WGS,302,389058446,PRJDB11170,SAMD00278437,MIGS.ba.human-associated,162045932,NIID,2018-06-04,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,DRX262085,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1216,PAIRED,RANDOM,GENOMIC,JARBOU1216,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:06:00Z,1,SAMD00278437,JARB-OU1216,DRP008386,JARB-OU1216
DRR272504,WGS,302,217127128,PRJDB11170,SAMD00278440,MIGS.ba.human-associated,83703779,NIID,2018-07-02,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,DRX262088,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1219,PAIRED,RANDOM,GENOMIC,JARBOU1219,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278440,JARB-OU1219,DRP008386,JARB-OU1219
DRR272506,WGS,302,399694886,PRJDB11170,SAMD00278442,MIGS.ba.human-associated,155500810,NIID,2018-06-27,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262090,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1221,PAIRED,RANDOM,GENOMIC,JARBOU1221,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278442,JARB-OU1221,DRP008386,JARB-OU1221
DRR272508,WGS,302,232705194,PRJDB11170,SAMD00278444,MIGS.ba.human-associated,89784738,NIID,2018-07-09,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,DRX262092,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1223,PAIRED,RANDOM,GENOMIC,JARBOU1223,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278444,JARB-OU1223,DRP008386,JARB-OU1223
DRR272510,WGS,302,226045792,PRJDB11170,SAMD00278446,MIGS.ba.human-associated,96156877,NIID,2018-07-21,public,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262094,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1225,PAIRED,RANDOM,GENOMIC,JARBOU1225,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:09:00Z,1,SAMD00278446,JARB-OU1225,DRP008386,JARB-OU1225
DRR272512,WGS,302,461779140,PRJDB11170,SAMD00278448,MIGS.ba.human-associated,202064880,NIID,2018-07-26,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,DRX262096,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1227,PAIRED,RANDOM,GENOMIC,JARBOU1227,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:09:00Z,1,SAMD00278448,JARB-OU1227,DRP008386,JARB-OU1227
DRR272514,WGS,302,455281610,PRJDB11170,SAMD00278450,MIGS.ba.human-associated,194144038,NIID,2018-05-01,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262098,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1229,PAIRED,RANDOM,GENOMIC,JARBOU1229,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278450,JARB-OU1229,DRP008386,JARB-OU1229
DRR272516,WGS,302,493282270,PRJDB11170,SAMD00278452,MIGS.ba.human-associated,213513721,NIID,2018-08-09,public,"run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,DRX262100,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1231,PAIRED,RANDOM,GENOMIC,JARBOU1231,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278452,JARB-OU1231,DRP008386,JARB-OU1231
DRR272517,WGS,302,288000790,PRJDB11170,SAMD00278453,MIGS.ba.human-associated,124779214,NIID,2018-07-27,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,DRX262101,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1232,PAIRED,RANDOM,GENOMIC,JARBOU1232,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278453,JARB-OU1232,DRP008386,JARB-OU1232
DRR272519,WGS,302,404567958,PRJDB11170,SAMD00278455,MIGS.ba.human-associated,175868730,NIID,2018-07-31,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262103,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1234,PAIRED,RANDOM,GENOMIC,JARBOU1234,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278455,JARB-OU1234,DRP008386,JARB-OU1234
DRR272522,WGS,302,308662724,PRJDB11170,SAMD00278458,MIGS.ba.human-associated,119267599,NIID,2018-08-24,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,DRX262106,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1237,PAIRED,RANDOM,GENOMIC,JARBOU1237,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278458,JARB-OU1237,DRP008386,JARB-OU1237
DRR272523,WGS,302,257444430,PRJDB11170,SAMD00278459,MIGS.ba.human-associated,110293022,NIID,2018-08-18,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,DRX262107,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1238,PAIRED,RANDOM,GENOMIC,JARBOU1238,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278459,JARB-OU1238,DRP008386,JARB-OU1238
DRR272525,WGS,374,211937696,PRJDB11170,SAMD00278461,MIGS.ba.human-associated,107129807,NIID,2018-09-07,public,"sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,DRX262109,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1240,PAIRED,RANDOM,GENOMIC,JARBOU1240,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278461,JARB-OU1240,DRP008386,JARB-OU1240
DRR272527,WGS,302,373744630,PRJDB11170,SAMD00278463,MIGS.ba.human-associated,145344521,NIID,2018-09-10,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,DRX262111,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1242,PAIRED,RANDOM,GENOMIC,JARBOU1242,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278463,JARB-OU1242,DRP008386,JARB-OU1242
DRR272529,WGS,302,410330722,PRJDB11170,SAMD00278465,MIGS.ba.human-associated,159848372,NIID,2018-09-21,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,DRX262113,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1244,PAIRED,RANDOM,GENOMIC,JARBOU1244,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278465,JARB-OU1244,DRP008386,JARB-OU1244
DRR272530,WGS,302,334339972,PRJDB11170,SAMD00278466,MIGS.ba.human-associated,129851876,NIID,2018-09-21,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,DRX262114,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1245,PAIRED,RANDOM,GENOMIC,JARBOU1245,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278466,JARB-OU1245,DRP008386,JARB-OU1245
DRR272532,WGS,276,687553481,PRJDB11170,SAMD00278468,MIGS.ba.human-associated,252493620,NIID,2018-09-26,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,DRX262116,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1247,PAIRED,RANDOM,GENOMIC,JARBOU1247,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:09:00Z,1,SAMD00278468,JARB-OU1247,DRP008386,JARB-OU1247
DRR272534,WGS,302,195211592,PRJDB11170,SAMD00278470,MIGS.ba.human-associated,82458417,NIID,2018-09-18,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262118,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1249,PAIRED,RANDOM,GENOMIC,JARBOU1249,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278470,JARB-OU1249,DRP008386,JARB-OU1249
DRR272535,WGS,302,391407704,PRJDB11170,SAMD00278471,MIGS.ba.human-associated,162694636,NIID,2018-09-25,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262119,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1250,PAIRED,RANDOM,GENOMIC,JARBOU1250,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:06:00Z,1,SAMD00278471,JARB-OU1250,DRP008386,JARB-OU1250
DRR272537,WGS,302,299695740,PRJDB11170,SAMD00278473,MIGS.ba.human-associated,124914578,NIID,2018-09-06,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,DRX262121,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1252,PAIRED,RANDOM,GENOMIC,JARBOU1252,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278473,JARB-OU1252,DRP008386,JARB-OU1252
DRR272538,WGS,302,348126876,PRJDB11170,SAMD00278474,MIGS.ba.human-associated,145070269,NIID,2018-10-10,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262122,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1253,PAIRED,RANDOM,GENOMIC,JARBOU1253,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278474,JARB-OU1253,DRP008386,JARB-OU1253
